epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.298701299,0.418831169,0.477272727,0.581168831,0.298701299,0.298701299,0.13961039,0.418831169,0.095454545,0.477272727,0.058116883,0.581168831,0.378541796,0.426192457,0.389450508,0.298701299,0.418831169,0.477272727,0.581168831,0.298701299,0.298701299,0.13961039,0.418831169,0.095454545,0.477272727,0.058116883,0.581168831,0.378541796,0.426192457,0.389450508
