epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.2522255192878338,0.3560830860534125,0.4035608308605341,0.486646884272997,0.2522255192878338,0.2522255192878338,0.11869436201780416,0.3560830860534125,0.08071216617210682,0.4035608308605341,0.0486646884272997,0.486646884272997,0.31978003862276866,0.3593618753054912,0.33031522238228084,0.2522255192878338,0.3560830860534125,0.4035608308605341,0.486646884272997,0.2522255192878338,0.2522255192878338,0.11869436201780416,0.3560830860534125,0.08071216617210682,0.4035608308605341,0.0486646884272997,0.486646884272997,0.31978003862276866,0.3593618753054912,0.33031522238228084
