epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.6233766233766234,0.7694805194805194,0.8116883116883117,0.8474025974025974,0.6233766233766234,0.6233766233766234,0.25649350649350644,0.7694805194805194,0.1623376623376623,0.8116883116883117,0.08474025974025973,0.8474025974025974,0.7036281179138323,0.7387667606683833,0.7080336199489742,0.6233766233766234,0.7694805194805194,0.8116883116883117,0.8474025974025974,0.6233766233766234,0.6233766233766234,0.25649350649350644,0.7694805194805194,0.1623376623376623,0.8116883116883117,0.08474025974025973,0.8474025974025974,0.7036281179138323,0.7387667606683833,0.7080336199489742
